UNIVERSIDADE,SEXO,GRUPO INSCRIÇÃO,VAGA CLASSIFICAÇÃO,PONTUAÇÃO,ENTRADA,COLOCAÇÕES,CURSO,MODALIDADE,TURNO,CIDADE
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,584.89,2,13,PEDAGOGIA,LICENCIATURA,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,666.51,2,4,PEDAGOGIA,LICENCIATURA,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,617.10,2,11,PEDAGOGIA,LICENCIATURA,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,8,A,589.71,1,15,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,613.29,1,9,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,615.93,1,8,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,576.29,1,17,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,636.50,1,7,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,602.36,1,11,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,558.32,1,19,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,608.48,1,10,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,654.68,1,5,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,2,A,651.62,1,6,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,565.75,1,18,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,753.63,1,1,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,599.94,1,12,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,671.04,1,4,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,511.16,1,20,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,701.67,1,3,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,594.84,1,13,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,717.18,1,2,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,578.91,1,16,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,592.42,1,14,ENGENHARIA DE MATERIAIS,BACHARELADO,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,577.57,2,10,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,584.52,2,9,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,648.89,2,2,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,622.20,2,5,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,533.17,2,15,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,597.67,2,7,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,555.79,2,12,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,617.08,2,6,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,590.13,2,8,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,634.24,2,4,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,653.73,2,1,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,540.91,2,13,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,562.32,2,11,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,635.69,2,3,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,538.87,2,14,FISICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,652.56,1,11,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,620.51,1,20,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,543.27,1,5,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,F,615.19,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,697.00,1,6,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,767.36,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,624.78,1,16,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,623.46,1,18,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,G,614.22,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,599.72,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,H,540.50,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,D,607.38,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,622.09,1,19,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,691.75,1,7,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,685.12,1,9,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,529.21,1,6,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,704.68,1,5,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,709.04,1,4,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,647.70,1,12,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,546.02,1,6,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,577.83,1,2,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,740.17,1,2,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,584.36,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,556.95,1,5,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,680.15,1,10,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,643.61,1,13,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,593.38,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,633.34,1,14,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,711.26,1,3,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,E,611.16,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,541.33,1,7,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,564.26,1,4,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,624.21,1,17,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,689.79,1,8,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,580.07,1,2,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,572.64,1,3,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,625.90,1,15,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,C,615.34,1,1,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,564.70,1,4,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,573.52,1,3,GEOGRAFIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,569.16,1,15,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,713.22,1,1,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,633.97,1,6,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,660.40,1,4,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,665.79,1,3,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,558.38,1,18,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,712.40,1,2,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,C,524.50,1,1,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,566.85,1,16,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,556.93,1,19,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,582.91,1,14,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,642.99,1,5,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,621.70,1,8,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,589.16,1,13,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,563.05,1,17,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,613.29,1,9,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,603.44,1,11,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,549.08,1,20,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,623.52,1,7,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,590.59,1,12,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,605.55,1,10,GEOPROCESSAMENTO,TECNOLÓGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,G,670.65,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,712.34,2,9,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,620.55,2,2,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,700.13,2,15,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,771.74,2,2,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,684.68,2,17,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,680.97,2,18,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,701.29,2,14,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,F,626.80,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,707.61,2,11,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,C,673.31,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,705.56,2,12,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,606.23,2,5,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,J,597.56,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,645.22,2,6,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,612.02,2,3,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,678.70,2,20,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,776.73,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,711.50,2,10,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,640.84,2,7,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,651.40,2,5,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,659.78,2,2,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,621.83,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,606.85,2,4,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,693.62,2,16,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,748.55,2,5,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,762.92,2,3,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,705.28,2,13,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,719.49,2,8,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,654.79,2,3,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,D,671.55,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,762.72,2,4,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,679.03,2,19,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,669.22,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,H,667.41,2,1,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,734.07,2,6,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,653.66,2,4,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,604.10,2,6,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,601.50,2,7,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,732.56,2,7,HISTORIA,LICENCIATURA,VESPERTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,616.18,2,9,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,565.40,2,14,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,723.69,2,3,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,613.82,2,10,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,685.81,2,5,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,595.21,2,13,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,738.89,2,2,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,542.48,2,15,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,634.33,2,8,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,652.17,2,6,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,611.62,2,11,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,647.92,2,7,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,692.56,2,4,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,611.47,2,12,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,759.48,2,1,QUIMICA,LICENCIATURA,INTEGRAL,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,656.96,1,5,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,598.25,1,22,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,J,533.87,1,1,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,695.99,1,1,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,590.28,1,25,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,653.29,1,7,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,617.83,1,14,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,586.30,1,Non,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,674.83,1,3,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,603.37,1,18,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,627.92,1,12,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,641.94,1,10,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,529.89,1,4,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,617.74,1,15,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,520.94,1,1,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,E,566.06,1,2,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,600.31,1,21,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,C,589.97,1,1,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,601.96,1,19,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,600.60,1,20,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,682.62,1,2,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,625.02,1,13,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,I,564.08,1,4,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,650.32,1,8,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,667.50,1,4,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,653.97,1,6,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,592.17,1,24,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,610.46,1,17,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,I,517.18,1,5,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,597.19,1,23,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,G,553.82,1,1,CIENCIA E TECNOLOGIA,TECNOLOGO,MATUTINO,ANANINDEUA
