UNIVERSIDADE,SEXO,GRUPO INSCRIÇÃO,VAGA CLASSIFICAÇÃO,PONTUAÇÃO,ENTRADA,COLOCAÇÕES,CURSO,MODALIDADE,TURNO,CIDADE
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,603.83,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,618.13,1,13,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,E,592.00,1,2,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,637.74,1,10,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,548.22,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,626.93,1,11,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,554.11,1,3,CIENCIAS BIOLOGICAS,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,619.26,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,648.98,1,10,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,657.95,1,9,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,F,582.78,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,E,621.19,1,2,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,580.58,1,4,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,633.82,1,14,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,759.99,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,602.21,1,2,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,617.19,1,3,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,H,577.30,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,I,589.12,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,594.62,1,5,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,713.44,1,4,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,666.73,1,7,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,645.39,1,11,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,734.54,1,3,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,679.21,1,6,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,742.32,1,2,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,695.44,1,5,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,606.61,1,4,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,608.26,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,622.36,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,663.76,1,8,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,594.46,1,3,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,641.48,1,13,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,627.99,1,15,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,D,618.16,1,1,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,645.37,1,12,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,523.95,1,2,CIENCIAS BIOLOGICAS,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,H,601.90,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,C,610.57,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,664.14,1,7,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,726.44,1,2,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,G,605.57,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,D,598.27,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,565.51,1,5,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,597.48,1,2,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,F,600.47,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,650.41,1,8,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,616.13,1,19,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,646.07,1,10,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,675.27,1,6,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,693.59,1,3,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,548.26,1,7,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,616.48,1,18,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,691.61,1,4,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,643.19,1,12,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,636.11,1,15,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,626.34,1,16,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,626.14,1,17,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,I,605.29,1,6,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,639.54,1,14,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,519.95,1,3,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,646.16,1,9,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,583.11,1,3,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,614.42,1,20,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,600.36,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,I,609.33,1,5,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,I,518.28,1,4,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,728.99,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,599.02,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,549.63,1,6,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,534.82,1,2,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,600.67,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,493.15,1,1,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,574.33,1,4,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,679.98,1,5,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,642.11,1,13,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,644.58,1,11,ENGENHARIA FLORESTAL,BACHARELADO,INTEGRAL,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,H,601.90,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,C,610.57,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,664.14,1,7,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,726.44,1,2,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,G,605.57,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,D,598.27,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,565.51,1,5,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,597.48,1,2,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,F,600.47,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,650.41,1,8,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,616.13,1,19,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,646.07,1,10,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,675.27,1,6,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,693.59,1,3,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,548.26,1,7,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,616.48,1,18,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,691.61,1,4,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,643.19,1,12,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,636.11,1,15,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,626.34,1,16,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,626.14,1,17,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,I,605.29,1,6,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,639.54,1,14,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,519.95,1,3,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,646.16,1,9,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,583.11,1,3,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,614.42,1,20,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,600.36,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,I,609.33,1,5,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,I,518.28,1,4,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,728.99,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,599.02,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,549.63,1,6,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,534.82,1,2,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,E,600.67,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,I,493.15,1,1,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,574.33,1,4,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,679.98,1,5,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,642.11,1,13,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,A,644.58,1,11,GEOGRAFIA,LICENCIATURA,MATUTINO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,E,564.50,1,1,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,565.40,1,1,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,732.86,1,1,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,547.47,1,3,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,G,566.17,1,1,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,637.87,1,11,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,618.11,1,15,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,I,525.07,1,4,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,709.57,1,3,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,663.12,1,7,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,694.67,1,4,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,C,586.30,1,1,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,614.13,1,18,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,676.76,1,5,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,615.98,1,17,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,551.39,1,2,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,601.37,1,20,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,624.98,1,14,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,559.56,1,1,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,1,A,709.81,1,2,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,628.65,1,12,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,638.70,1,10,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,625.99,1,13,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,I,560.58,1,5,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,617.89,1,16,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,534.69,1,2,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,612.11,1,19,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,642.69,1,9,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,651.71,1,8,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,671.33,1,6,LETRAS INGLES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,636.37,1,8,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,611.84,1,12,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,I,536.01,1,1,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,629.49,1,9,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,705.54,1,4,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,617.24,1,11,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,709.04,1,3,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,733.52,1,2,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,659.96,1,7,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,G,554.88,1,1,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,736.52,1,1,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,498.32,1,6,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,568.61,1,3,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,607.29,1,14,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,527.32,1,5,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,J,544.98,1,1,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,604.10,1,15,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,1,A,588.06,1,20,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,588.08,1,19,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,624.21,1,10,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,9,A,608.34,1,13,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,576.18,1,1,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,M,5,E,555.72,1,4,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,597.26,1,18,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,704.68,1,5,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,C,583.20,1,1,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,602.01,1,16,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,3,A,666.38,1,6,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,5,A,598.91,1,17,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,E,569.65,1,2,LETRAS PORTUGUES,LICENCIATURA,NOTURNO,ALTAMIRA
UNIVERSIDADE FEDERAL DO PARÁ,F,7,A,596.18,2,10,LETRAS PORTUGUES,LICENCIATURA,INTEGRAL,ALTAMIRA ARUARA
UNIVERSIDADE FEDERAL DO PARÁ,M,7,A,605.46,2,8,LETRAS PORTUGUES,LICENCIATURA,INTEGRAL,ALTAMIRA ARUARA
UNIVERSIDADE FEDERAL DO PARÁ,F,9,A,543.84,2,14,LETRAS PORTUGUES,LICENCIATURA,INTEGRAL,ALTAMIRA ARUARA
UNIVERSIDADE FEDERAL DO PARÁ,M,3,A,601.02,2,9,LETRAS PORTUGUES,LICENCIATURA,INTEGRAL,ALTAMIRA ARUARA
